"artifactName","dependentArtifactName","packageName","dependentPackage.fqn","dependentTypes","dependentPackageTypes","typeUsagePercentage","dependentTypeNames","Source Cypher File: Package_Usage/How_many_classes_compared_to_all_existing_in_the_same_package_are_used_by_dependent_packages_across_different_artifacts.cypher"
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.messaging.unitofwork",2,14,0.14285714285714285,"org.axonframework.messaging.unitofwork.RollbackConfiguration,org.axonframework.messaging.unitofwork.RollbackConfigurationType",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.eventhandling.tokenstore",1,7,0.14285714285714285,"org.axonframework.eventhandling.tokenstore.TokenStore",""
"axon-test-4.8.0","axon-messaging-4.8.0","org.axonframework.test.aggregate","org.axonframework.common",4,28,0.14285714285714285,"org.axonframework.common.Assert,org.axonframework.common.ReflectionUtils,org.axonframework.common.IdentifierFactory,org.axonframework.common.Registration",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.conflictresolution","org.axonframework.messaging.unitofwork",2,14,0.14285714285714285,"org.axonframework.messaging.unitofwork.UnitOfWork,org.axonframework.messaging.unitofwork.CurrentUnitOfWork",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore","org.axonframework.serialization.xml",1,7,0.14285714285714285,"org.axonframework.serialization.xml.XStreamSerializer",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore.inmemory","org.axonframework.messaging.unitofwork",2,14,0.14285714285714285,"org.axonframework.messaging.unitofwork.CurrentUnitOfWork,org.axonframework.messaging.unitofwork.UnitOfWork",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore.jdbc","org.axonframework.common",4,28,0.14285714285714285,"org.axonframework.common.AxonConfigurationException,org.axonframework.common.BuilderUtils,org.axonframework.common.Assert,org.axonframework.common.DateTimeUtils",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command.inspection","org.axonframework.messaging",5,35,0.14285714285714285,"org.axonframework.messaging.Message,org.axonframework.messaging.DefaultInterceptorChain,org.axonframework.messaging.MetaData,org.axonframework.messaging.MessageHandlerInterceptor,org.axonframework.messaging.InterceptorChain",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command.inspection","org.axonframework.messaging.unitofwork",2,14,0.14285714285714285,"org.axonframework.messaging.unitofwork.CurrentUnitOfWork,org.axonframework.messaging.unitofwork.UnitOfWork",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga","org.axonframework.messaging",5,35,0.14285714285714285,"org.axonframework.messaging.Message,org.axonframework.messaging.ScopeDescriptor,org.axonframework.messaging.MetaData,org.axonframework.messaging.Scope,org.axonframework.messaging.ScopeAware",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga.repository","org.axonframework.common",4,28,0.14285714285714285,"org.axonframework.common.BuilderUtils,org.axonframework.common.AxonConfigurationException,org.axonframework.common.CollectionUtils,org.axonframework.common.AxonNonTransientException",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga.repository","org.axonframework.messaging.unitofwork",2,14,0.14285714285714285,"org.axonframework.messaging.unitofwork.CurrentUnitOfWork,org.axonframework.messaging.unitofwork.UnitOfWork",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga.repository.jdbc","org.axonframework.serialization.xml",1,7,0.14285714285714285,"org.axonframework.serialization.xml.XStreamSerializer",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga.repository.jpa","org.axonframework.serialization.xml",1,7,0.14285714285714285,"org.axonframework.serialization.xml.XStreamSerializer",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga.repository.legacyjpa","org.axonframework.serialization.xml",1,7,0.14285714285714285,"org.axonframework.serialization.xml.XStreamSerializer",""
"axon-test-4.8.0","axon-messaging-4.8.0","org.axonframework.test.saga","org.axonframework.commandhandling.gateway",5,34,0.14705882352941177,"org.axonframework.commandhandling.gateway.CommandGatewayFactory$InvocationHandler,org.axonframework.commandhandling.gateway.CommandGatewayFactory,org.axonframework.commandhandling.gateway.DefaultCommandGateway$Builder,org.axonframework.commandhandling.gateway.DefaultCommandGateway,org.axonframework.commandhandling.gateway.CommandGatewayFactory$Builder",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga.metamodel","org.axonframework.messaging.annotation",8,54,0.14814814814814814,"org.axonframework.messaging.annotation.MessageHandlingMember,org.axonframework.messaging.annotation.MessageHandlerInterceptorMemberChain,org.axonframework.messaging.annotation.ClasspathHandlerDefinition,org.axonframework.messaging.annotation.ParameterResolverFactory,org.axonframework.messaging.annotation.AnnotatedHandlerInspector,org.axonframework.messaging.annotation.ClasspathParameterResolverFactory,org.axonframework.messaging.annotation.HandlerDefinition,org.axonframework.messaging.annotation.NoMoreInterceptors",""
"axon-disruptor-4.8.0","axon-eventsourcing-4.8.0","org.axonframework.disruptor.commandhandling","org.axonframework.eventsourcing",6,39,0.15384615384615385,"org.axonframework.eventsourcing.EventSourcedAggregate,org.axonframework.eventsourcing.AggregateCacheEntry,org.axonframework.eventsourcing.SnapshotTrigger,org.axonframework.eventsourcing.SnapshotTriggerDefinition,org.axonframework.eventsourcing.AggregateFactory,org.axonframework.eventsourcing.NoSnapshotTriggerDefinition",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.serialization.upcasting.event",2,12,0.16666666666666666,"org.axonframework.serialization.upcasting.event.EventUpcasterChain,org.axonframework.serialization.upcasting.event.EventUpcaster",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore","org.axonframework.serialization.upcasting.event",2,12,0.16666666666666666,"org.axonframework.serialization.upcasting.event.EventUpcaster,org.axonframework.serialization.upcasting.event.NoOpEventUpcaster",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore","org.axonframework.monitoring",1,6,0.16666666666666666,"org.axonframework.monitoring.MessageMonitor",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore.legacyjpa","org.axonframework.monitoring",1,6,0.16666666666666666,"org.axonframework.monitoring.MessageMonitor",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command","org.axonframework.tracing",3,18,0.16666666666666666,"org.axonframework.tracing.NoOpSpanFactory,org.axonframework.tracing.SpanFactory,org.axonframework.tracing.Span",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command","org.axonframework.messaging",6,35,0.17142857142857143,"org.axonframework.messaging.Message,org.axonframework.messaging.ScopeDescriptor,org.axonframework.messaging.MessageHandler,org.axonframework.messaging.MetaData,org.axonframework.messaging.Scope,org.axonframework.messaging.ScopeAware",""
"axon-eventsourcing-4.8.0","axon-modelling-4.8.0","org.axonframework.eventsourcing","org.axonframework.modelling.command",9,51,0.17647058823529413,"org.axonframework.modelling.command.LockAwareAggregate,org.axonframework.modelling.command.AggregateNotFoundException,org.axonframework.modelling.command.LockingRepository,org.axonframework.modelling.command.Aggregate,org.axonframework.modelling.command.LockingRepository$Builder,org.axonframework.modelling.command.RepositoryProvider,org.axonframework.modelling.command.AbstractRepository$Builder,org.axonframework.modelling.command.ApplyMore,org.axonframework.modelling.command.ConcurrencyException",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore","org.axonframework.common",5,28,0.17857142857142858,"org.axonframework.common.AxonConfigurationException,org.axonframework.common.BuilderUtils,org.axonframework.common.AxonNonTransientException,org.axonframework.common.ObjectUtils,org.axonframework.common.AxonThreadFactory",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.common",5,28,0.17857142857142858,"org.axonframework.common.ExceptionUtils,org.axonframework.common.AxonConfigurationException,org.axonframework.common.Assert,org.axonframework.common.DateTimeUtils,org.axonframework.common.BuilderUtils",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command.legacyjpa","org.axonframework.common.lock",2,11,0.18181818181818182,"org.axonframework.common.lock.NullLockFactory,org.axonframework.common.lock.LockFactory",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.messaging.annotation",10,54,0.18518518518518517,"org.axonframework.messaging.annotation.HandlerDefinition,org.axonframework.messaging.annotation.FixedValueParameterResolver,org.axonframework.messaging.annotation.ParameterResolverFactory,org.axonframework.messaging.annotation.ParameterResolver,org.axonframework.messaging.annotation.MultiHandlerDefinition,org.axonframework.messaging.annotation.MultiHandlerEnhancerDefinition,org.axonframework.messaging.annotation.ClasspathHandlerDefinition,org.axonframework.messaging.annotation.MultiParameterResolverFactory,org.axonframework.messaging.annotation.ClasspathParameterResolverFactory,org.axonframework.messaging.annotation.HandlerEnhancerDefinition",""
"axon-test-4.8.0","axon-messaging-4.8.0","org.axonframework.test.aggregate","org.axonframework.messaging.annotation",10,54,0.18518518518518517,"org.axonframework.messaging.annotation.HandlerEnhancerDefinition,org.axonframework.messaging.annotation.ParameterResolverFactory,org.axonframework.messaging.annotation.HandlerDefinition,org.axonframework.messaging.annotation.ClasspathHandlerDefinition,org.axonframework.messaging.annotation.ClasspathParameterResolverFactory,org.axonframework.messaging.annotation.MultiHandlerEnhancerDefinition,org.axonframework.messaging.annotation.MultiParameterResolverFactory,org.axonframework.messaging.annotation.MultiHandlerDefinition,org.axonframework.messaging.annotation.ClasspathHandlerEnhancerDefinition,org.axonframework.messaging.annotation.SimpleResourceParameterResolverFactory",""
"axon-test-4.8.0","axon-messaging-4.8.0","org.axonframework.test.saga","org.axonframework.messaging.annotation",10,54,0.18518518518518517,"org.axonframework.messaging.annotation.HandlerEnhancerDefinition,org.axonframework.messaging.annotation.ParameterResolverFactory,org.axonframework.messaging.annotation.HandlerDefinition,org.axonframework.messaging.annotation.ClasspathParameterResolverFactory,org.axonframework.messaging.annotation.ClasspathHandlerEnhancerDefinition,org.axonframework.messaging.annotation.SimpleResourceParameterResolverFactory,org.axonframework.messaging.annotation.MultiHandlerDefinition,org.axonframework.messaging.annotation.ClasspathHandlerDefinition,org.axonframework.messaging.annotation.MultiHandlerEnhancerDefinition,org.axonframework.messaging.annotation.MultiParameterResolverFactory",""
"axon-configuration-4.8.0","axon-modelling-4.8.0","org.axonframework.config","org.axonframework.modelling.command",10,51,0.19607843137254902,"org.axonframework.modelling.command.Repository,org.axonframework.modelling.command.AnnotationCommandTargetResolver,org.axonframework.modelling.command.AnnotationCommandTargetResolver$Builder,org.axonframework.modelling.command.AggregateAnnotationCommandHandler$Builder,org.axonframework.modelling.command.AggregateAnnotationCommandHandler,org.axonframework.modelling.command.NoArgumentConstructorCreationPolicyAggregateFactory,org.axonframework.modelling.command.CommandTargetResolver,org.axonframework.modelling.command.GenericJpaRepository,org.axonframework.modelling.command.CreationPolicyAggregateFactory,org.axonframework.modelling.command.GenericJpaRepository$Builder",""
"axon-disruptor-4.8.0","axon-modelling-4.8.0","org.axonframework.disruptor.commandhandling","org.axonframework.modelling.command",10,51,0.19607843137254902,"org.axonframework.modelling.command.AnnotationCommandTargetResolver,org.axonframework.modelling.command.CommandTargetResolver,org.axonframework.modelling.command.AnnotationCommandTargetResolver$Builder,org.axonframework.modelling.command.AggregateScopeDescriptor,org.axonframework.modelling.command.AggregateNotFoundException,org.axonframework.modelling.command.Aggregate,org.axonframework.modelling.command.ConflictingAggregateVersionException,org.axonframework.modelling.command.Repository,org.axonframework.modelling.command.RepositoryProvider,org.axonframework.modelling.command.VersionedAggregateIdentifier",""
"axon-configuration-4.8.0","axon-modelling-4.8.0","org.axonframework.config","org.axonframework.modelling.saga",6,30,0.2,"org.axonframework.modelling.saga.ResourceInjector,org.axonframework.modelling.saga.AbstractSagaManager,org.axonframework.modelling.saga.SagaRepository,org.axonframework.modelling.saga.AnnotatedSagaManager$Builder,org.axonframework.modelling.saga.AnnotatedSagaManager,org.axonframework.modelling.saga.AbstractResourceInjector",""
"axon-test-4.8.0","axon-messaging-4.8.0","org.axonframework.test.saga","org.axonframework.messaging",7,35,0.2,"org.axonframework.messaging.MetaData,org.axonframework.messaging.MessageHandlerInterceptor,org.axonframework.messaging.MessageDispatchInterceptor,org.axonframework.messaging.DefaultInterceptorChain,org.axonframework.messaging.ResultMessage,org.axonframework.messaging.ScopeDescriptor,org.axonframework.messaging.Message",""
"axon-test-4.8.0","axon-modelling-4.8.0","org.axonframework.test.saga","org.axonframework.modelling.saga",6,30,0.2,"org.axonframework.modelling.saga.ResourceInjector,org.axonframework.modelling.saga.AssociationValue,org.axonframework.modelling.saga.AnnotatedSagaManager,org.axonframework.modelling.saga.SagaRepository,org.axonframework.modelling.saga.AnnotatedSagaManager$Builder,org.axonframework.modelling.saga.SimpleResourceInjector",""
"axon-test-4.8.0","axon-messaging-4.8.0","org.axonframework.test.deadline","org.axonframework.messaging",7,35,0.2,"org.axonframework.messaging.ScopeDescriptor,org.axonframework.messaging.InterceptorChain,org.axonframework.messaging.ResultMessage,org.axonframework.messaging.DefaultInterceptorChain,org.axonframework.messaging.MessageHandlerInterceptor,org.axonframework.messaging.MessageDispatchInterceptor,org.axonframework.messaging.Message",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore","org.axonframework.lifecycle",2,10,0.2,"org.axonframework.lifecycle.Lifecycle,org.axonframework.lifecycle.Lifecycle$LifecycleRegistry",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.commandhandling",6,29,0.20689655172413793,"org.axonframework.commandhandling.CommandBus,org.axonframework.commandhandling.SimpleCommandBus$Builder,org.axonframework.commandhandling.SimpleCommandBus,org.axonframework.commandhandling.DuplicateCommandHandlerResolver,org.axonframework.commandhandling.AnnotationCommandHandlerAdapter,org.axonframework.commandhandling.LoggingDuplicateCommandHandlerResolver",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command","org.axonframework.commandhandling",6,29,0.20689655172413793,"org.axonframework.commandhandling.CommandMessage,org.axonframework.commandhandling.CommandBus,org.axonframework.commandhandling.CommandMessageHandlingMember,org.axonframework.commandhandling.NoHandlerForCommandException,org.axonframework.commandhandling.CommandMessageHandler,org.axonframework.commandhandling.RoutingKey",""
"axon-test-4.8.0","axon-messaging-4.8.0","org.axonframework.test.aggregate","org.axonframework.messaging.unitofwork",3,14,0.21428571428571427,"org.axonframework.messaging.unitofwork.CurrentUnitOfWork,org.axonframework.messaging.unitofwork.UnitOfWork,org.axonframework.messaging.unitofwork.DefaultUnitOfWork",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing","org.axonframework.messaging.unitofwork",3,14,0.21428571428571427,"org.axonframework.messaging.unitofwork.CurrentUnitOfWork,org.axonframework.messaging.unitofwork.UnitOfWork,org.axonframework.messaging.unitofwork.UnitOfWork$Phase",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing","org.axonframework.common",6,28,0.21428571428571427,"org.axonframework.common.BuilderUtils,org.axonframework.common.DirectExecutor,org.axonframework.common.AxonConfigurationException,org.axonframework.common.AxonNonTransientException,org.axonframework.common.ReflectionUtils,org.axonframework.common.Assert",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore.legacyjpa","org.axonframework.common",6,28,0.21428571428571427,"org.axonframework.common.ExceptionUtils,org.axonframework.common.AxonConfigurationException,org.axonframework.common.DateTimeUtils,org.axonframework.common.Assert,org.axonframework.common.AxonThreadFactory,org.axonframework.common.BuilderUtils",""
"axon-disruptor-4.8.0","axon-messaging-4.8.0","org.axonframework.disruptor.commandhandling","org.axonframework.common",6,28,0.21428571428571427,"org.axonframework.common.ObjectUtils,org.axonframework.common.BuilderUtils,org.axonframework.common.Assert,org.axonframework.common.Registration,org.axonframework.common.AxonThreadFactory,org.axonframework.common.AxonTransientException",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command","org.axonframework.messaging.unitofwork",3,14,0.21428571428571427,"org.axonframework.messaging.unitofwork.CurrentUnitOfWork,org.axonframework.messaging.unitofwork.UnitOfWork,org.axonframework.messaging.unitofwork.UnitOfWork$Phase",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command.inspection","org.axonframework.common",6,28,0.21428571428571427,"org.axonframework.common.IdentifierValidator,org.axonframework.common.ReflectionUtils,org.axonframework.common.ListUtils,org.axonframework.common.AxonConfigurationException,org.axonframework.common.ObjectUtils,org.axonframework.common.Assert",""
"axon-test-4.8.0","axon-modelling-4.8.0","org.axonframework.test.aggregate","org.axonframework.modelling.command",11,51,0.21568627450980393,"org.axonframework.modelling.command.AggregateScopeDescriptor,org.axonframework.modelling.command.Aggregate,org.axonframework.modelling.command.Repository,org.axonframework.modelling.command.CommandTargetResolver,org.axonframework.modelling.command.RepositoryProvider,org.axonframework.modelling.command.ApplyMore,org.axonframework.modelling.command.AggregateAnnotationCommandHandler,org.axonframework.modelling.command.AggregateAnnotationCommandHandler$Builder,org.axonframework.modelling.command.AggregateNotFoundException,org.axonframework.modelling.command.ConflictingAggregateVersionException,org.axonframework.modelling.command.AggregateLifecycle",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing","org.axonframework.tracing",4,18,0.2222222222222222,"org.axonframework.tracing.Span,org.axonframework.tracing.SpanFactory,org.axonframework.tracing.NoOpSpanFactory,org.axonframework.tracing.SpanScope",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command","org.axonframework.common.property",2,9,0.2222222222222222,"org.axonframework.common.property.PropertyAccessStrategy,org.axonframework.common.property.Property",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command.inspection","org.axonframework.messaging.annotation",12,54,0.2222222222222222,"org.axonframework.messaging.annotation.MessageHandlingMember,org.axonframework.messaging.annotation.AnnotatedHandlerInspector,org.axonframework.messaging.annotation.MessageHandlerInterceptorMemberChain,org.axonframework.messaging.annotation.MessageHandlerInvocationException,org.axonframework.messaging.annotation.ParameterResolverFactory,org.axonframework.messaging.annotation.HandlerDefinition,org.axonframework.messaging.annotation.ClasspathParameterResolverFactory,org.axonframework.messaging.annotation.ClasspathHandlerDefinition,org.axonframework.messaging.annotation.HandlerEnhancerDefinition,org.axonframework.messaging.annotation.MessageInterceptingMember,org.axonframework.messaging.annotation.WrappedMessageHandlingMember,org.axonframework.messaging.annotation.InterceptorChainParameterResolverFactory",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command.inspection","org.axonframework.common.property",2,9,0.2222222222222222,"org.axonframework.common.property.Property,org.axonframework.common.property.PropertyAccessStrategy",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga","org.axonframework.common.property",2,9,0.2222222222222222,"org.axonframework.common.property.PropertyAccessStrategy,org.axonframework.common.property.Property",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga","org.axonframework.tracing",4,18,0.2222222222222222,"org.axonframework.tracing.SpanFactory,org.axonframework.tracing.NoOpSpanFactory,org.axonframework.tracing.Span,org.axonframework.tracing.SpanScope",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.eventhandling",21,93,0.22580645161290322,"org.axonframework.eventhandling.SubscribingEventProcessor$Builder,org.axonframework.eventhandling.MultiEventHandlerInvoker,org.axonframework.eventhandling.DirectEventProcessingStrategy,org.axonframework.eventhandling.LoggingErrorHandler,org.axonframework.eventhandling.SimpleEventHandlerInvoker,org.axonframework.eventhandling.ErrorHandler,org.axonframework.eventhandling.TrackingEventProcessorConfiguration,org.axonframework.eventhandling.EventMessage,org.axonframework.eventhandling.TrackedEventMessage,org.axonframework.eventhandling.EventHandlerInvoker,org.axonframework.eventhandling.PropagatingErrorHandler,org.axonframework.eventhandling.SimpleEventHandlerInvoker$Builder,org.axonframework.eventhandling.TrackingEventProcessor$Builder,org.axonframework.eventhandling.TrackingEventProcessor,org.axonframework.eventhandling.EventProcessor,org.axonframework.eventhandling.ListenerInvocationErrorHandler,org.axonframework.eventhandling.SubscribingEventProcessor,org.axonframework.eventhandling.EventBus,org.axonframework.eventhandling.SimpleEventBus,org.axonframework.eventhandling.SimpleEventBus$Builder,org.axonframework.eventhandling.DomainEventMessage",""
"axon-test-4.8.0","axon-messaging-4.8.0","org.axonframework.test.aggregate","org.axonframework.messaging",8,35,0.22857142857142856,"org.axonframework.messaging.ScopeDescriptor,org.axonframework.messaging.Message,org.axonframework.messaging.MessageDispatchInterceptor,org.axonframework.messaging.MessageHandlerInterceptor,org.axonframework.messaging.MessageHandler,org.axonframework.messaging.MetaData,org.axonframework.messaging.GenericMessage,org.axonframework.messaging.HandlerExecutionException",""
"axon-configuration-4.8.0","axon-eventsourcing-4.8.0","org.axonframework.config","org.axonframework.eventsourcing",9,39,0.23076923076923078,"org.axonframework.eventsourcing.Snapshotter,org.axonframework.eventsourcing.AggregateFactory,org.axonframework.eventsourcing.AggregateSnapshotter,org.axonframework.eventsourcing.AggregateSnapshotter$Builder,org.axonframework.eventsourcing.SnapshotTriggerDefinition,org.axonframework.eventsourcing.EventSourcingRepository,org.axonframework.eventsourcing.EventSourcingRepository$Builder,org.axonframework.eventsourcing.NoSnapshotTriggerDefinition,org.axonframework.eventsourcing.GenericAggregateFactory",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.queryhandling.annotation",1,4,0.25,"org.axonframework.queryhandling.annotation.AnnotationQueryHandlerAdapter",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.common.jpa",1,4,0.25,"org.axonframework.common.jpa.EntityManagerProvider",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing","org.axonframework.serialization.upcasting.event",3,12,0.25,"org.axonframework.serialization.upcasting.event.InitialEventRepresentation,org.axonframework.serialization.upcasting.event.EventUpcaster,org.axonframework.serialization.upcasting.event.IntermediateEventRepresentation",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore.jdbc","org.axonframework.common.transaction",1,4,0.25,"org.axonframework.common.transaction.TransactionManager",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.common.transaction",1,4,0.25,"org.axonframework.common.transaction.TransactionManager",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.common.jpa",1,4,0.25,"org.axonframework.common.jpa.EntityManagerProvider",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore.legacyjpa","org.axonframework.common.transaction",1,4,0.25,"org.axonframework.common.transaction.TransactionManager",""
"axon-eventsourcing-4.8.0","axon-messaging-4.8.0","org.axonframework.eventsourcing.eventstore.legacyjpa","org.axonframework.common.legacyjpa",1,4,0.25,"org.axonframework.common.legacyjpa.EntityManagerProvider",""
"axon-disruptor-4.8.0","axon-messaging-4.8.0","org.axonframework.disruptor.commandhandling","org.axonframework.common.transaction",1,4,0.25,"org.axonframework.common.transaction.TransactionManager",""
"axon-disruptor-4.8.0","axon-messaging-4.8.0","org.axonframework.disruptor.commandhandling","org.axonframework.commandhandling.callbacks",1,4,0.25,"org.axonframework.commandhandling.callbacks.NoOpCallback",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command","org.axonframework.common.jpa",1,4,0.25,"org.axonframework.common.jpa.EntityManagerProvider",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.command.legacyjpa","org.axonframework.common.legacyjpa",1,4,0.25,"org.axonframework.common.legacyjpa.EntityManagerProvider",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga.repository.jpa","org.axonframework.common.jpa",1,4,0.25,"org.axonframework.common.jpa.EntityManagerProvider",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga.repository.legacyjpa","org.axonframework.common.legacyjpa",1,4,0.25,"org.axonframework.common.legacyjpa.EntityManagerProvider",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.messaging",9,35,0.2571428571428571,"org.axonframework.messaging.Message,org.axonframework.messaging.MessageHandlerInterceptor,org.axonframework.messaging.SubscribableMessageSource,org.axonframework.messaging.StreamableMessageSource,org.axonframework.messaging.MessageHandlerInterceptorSupport,org.axonframework.messaging.ScopeAwareProvider,org.axonframework.messaging.ScopeAware,org.axonframework.messaging.ScopeDescriptor,org.axonframework.messaging.Distributed",""
"axon-disruptor-4.8.0","axon-messaging-4.8.0","org.axonframework.disruptor.commandhandling","org.axonframework.messaging",9,35,0.2571428571428571,"org.axonframework.messaging.ResultMessage,org.axonframework.messaging.GenericResultMessage,org.axonframework.messaging.Message,org.axonframework.messaging.MessageHandlerInterceptor,org.axonframework.messaging.MessageDispatchInterceptor,org.axonframework.messaging.ScopeDescriptor,org.axonframework.messaging.InterceptorChain,org.axonframework.messaging.MessageHandler,org.axonframework.messaging.DefaultInterceptorChain",""
"axon-configuration-4.8.0","axon-modelling-4.8.0","org.axonframework.config","org.axonframework.modelling.saga.repository",4,15,0.26666666666666666,"org.axonframework.modelling.saga.repository.SagaStore,org.axonframework.modelling.saga.repository.AnnotatedSagaRepository,org.axonframework.modelling.saga.repository.AnnotatedSagaRepository$Builder,org.axonframework.modelling.saga.repository.NoResourceInjector",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.common.lock",3,11,0.2727272727272727,"org.axonframework.common.lock.LockFactory,org.axonframework.common.lock.PessimisticLockFactory,org.axonframework.common.lock.NullLockFactory",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga.repository","org.axonframework.common.lock",3,11,0.2727272727272727,"org.axonframework.common.lock.LockFactory,org.axonframework.common.lock.PessimisticLockFactory,org.axonframework.common.lock.Lock",""
"axon-test-4.8.0","axon-messaging-4.8.0","org.axonframework.test.aggregate","org.axonframework.commandhandling",8,29,0.27586206896551724,"org.axonframework.commandhandling.CommandMessage,org.axonframework.commandhandling.CommandCallback,org.axonframework.commandhandling.CommandResultMessage,org.axonframework.commandhandling.CommandBus,org.axonframework.commandhandling.GenericCommandMessage,org.axonframework.commandhandling.AnnotationCommandHandlerAdapter,org.axonframework.commandhandling.SimpleCommandBus$Builder,org.axonframework.commandhandling.SimpleCommandBus",""
"axon-modelling-4.8.0","axon-messaging-4.8.0","org.axonframework.modelling.saga.repository.jdbc","org.axonframework.common.jdbc",5,18,0.2777777777777778,"org.axonframework.common.jdbc.JdbcUtils,org.axonframework.common.jdbc.ConnectionProvider,org.axonframework.common.jdbc.Oracle11Utils,org.axonframework.common.jdbc.DataSourceConnectionProvider,org.axonframework.common.jdbc.UnitOfWorkAwareConnectionProviderWrapper",""
"axon-configuration-4.8.0","axon-messaging-4.8.0","org.axonframework.config","org.axonframework.common",8,28,0.2857142857142857,"org.axonframework.common.Assert,org.axonframework.common.AxonConfigurationException,org.axonframework.common.AxonThreadFactory,org.axonframework.common.BuilderUtils,org.axonframework.common.ReflectionUtils,org.axonframework.common.Priority,org.axonframework.common.Registration,org.axonframework.common.IdentifierFactory",""
